Lift Capacity,Number of floors,Number of lifts,Lift speed,Lift Strategy,Call Strategy,Call Frequency,Lift Stop Time,Usage Rate
7,179,34,16,1,0,108,1,baixo
11,50,8,8,1,1,43,1,medio
11,170,32,12,0,1,28,1,alto
9,148,15,15,1,0,39,2,medio
15,153,18,13,1,0,178,3,medio
10,116,13,13,1,0,118,2,alto
9,137,13,14,2,0,147,1,alto
5,126,15,11,1,1,141,2,medio
11,122,14,11,2,0,39,2,baixo
8,123,15,14,1,0,99,1,alto
6,104,16,12,2,1,100,3,alto
9,158,17,12,2,1,30,2,medio
6,111,20,10,0,0,114,2,medio
5,188,26,19,1,1,155,1,alto
9,149,26,14,0,1,40,3,alto
12,53,7,8,2,0,89,2,alto
10,89,14,11,0,0,166,1,baixo
14,129,18,15,0,0,117,1,alto
5,65,13,10,0,0,126,2,baixo
9,88,9,12,0,0,36,3,alto
5,81,16,12,0,1,182,3,alto
9,122,17,13,2,1,129,3,alto
9,200,32,19,1,0,198,3,baixo
14,182,18,17,1,1,107,4,alto
13,81,14,11,0,1,86,1,alto
7,152,18,14,2,0,166,2,medio
13,148,29,12,0,1,135,3,medio
9,144,18,16,1,1,100,2,alto
8,172,31,17,2,1,195,3,baixo
7,162,17,16,0,1,60,3,alto
11,51,5,9,0,0,183,1,baixo
11,176,30,18,1,0,90,1,medio
14,174,18,13,1,0,164,3,medio
9,136,13,15,2,0,43,2,alto
8,125,14,15,0,0,132,1,medio
14,123,15,15,1,0,106,2,alto
14,85,13,9,1,1,124,1,baixo
11,198,33,16,0,0,86,1,medio
14,87,11,11,1,0,186,2,baixo
5,164,17,17,1,0,75,2,alto
8,106,19,10,1,1,151,1,baixo
8,102,11,11,1,1,93,1,alto
7,155,30,16,1,0,55,3,baixo
9,128,12,13,2,1,135,2,alto
14,187,27,14,1,1,91,2,medio
10,170,25,12,0,0,174,2,baixo
7,91,17,13,2,0,139,3,baixo
15,144,19,12,1,0,154,1,baixo
12,99,9,13,0,0,98,3,alto
9,158,15,17,1,1,142,4,alto
12,68,11,10,1,1,96,1,medio
8,187,33,17,0,1,182,2,medio
9,72,13,11,0,0,179,2,baixo
6,66,9,11,0,0,131,2,medio
14,81,10,10,1,1,87,2,alto
11,73,13,11,1,1,160,1,baixo
5,173,30,12,1,0,173,3,baixo
14,76,15,11,1,1,190,2,baixo
7,164,22,15,2,0,51,2,baixo
7,163,32,13,2,1,154,2,baixo
5,114,14,10,1,0,46,2,medio
13,119,21,12,0,1,144,3,alto
5,53,5,9,2,0,76,2,alto
5,176,21,16,2,1,184,2,alto
8,106,13,12,1,1,185,3,medio
5,131,13,11,2,0,167,1,medio
6,63,11,9,1,1,39,2,baixo
13,59,6,8,2,0,157,2,medio
7,105,18,14,2,0,194,2,medio
6,87,10,11,2,0,99,1,alto
13,63,10,11,2,1,132,2,medio
13,170,28,12,1,1,146,3,alto
14,161,21,17,1,0,97,2,alto
7,70,8,11,1,0,84,1,alto
15,80,13,11,2,1,164,2,baixo
10,136,25,15,2,0,65,2,baixo
13,65,12,10,1,0,109,1,medio
7,152,16,15,1,1,193,3,alto
10,56,10,10,2,1,90,1,medio
7,129,24,13,0,0,142,2,baixo
8,164,26,14,0,0,126,2,medio
13,151,19,17,2,0,188,4,medio
15,197,20,19,1,0,99,4,alto
8,131,17,11,2,0,84,1,alto
13,197,39,18,1,0,111,3,baixo
9,80,11,10,0,1,87,1,alto
13,103,19,11,2,0,129,2,baixo
10,66,12,9,1,1,37,2,baixo
6,77,11,10,0,0,164,2,baixo
9,87,9,11,0,1,84,1,alto
14,65,8,10,0,0,181,2,medio
6,150,21,17,2,0,98,4,alto
10,112,16,11,1,1,140,1,baixo
15,77,14,11,2,1,193,1,baixo
9,162,26,12,1,0,113,1,baixo
7,57,10,9,0,1,86,1,medio
8,158,31,13,1,0,188,2,baixo
14,163,24,14,2,0,51,1,baixo
5,186,34,15,0,0,139,3,baixo
11,50,5,10,0,0,94,1,alto
8,50,6,9,1,0,34,1,medio
6,180,30,18,2,0,173,4,baixo
5,61,7,9,1,1,73,2,alto
11,86,16,9,1,0,127,1,baixo
6,78,13,9,0,1,67,2,alto
5,116,17,14,0,0,40,2,medio
15,68,11,10,0,0,145,2,baixo
7,162,27,12,2,1,78,1,baixo
11,157,15,13,0,0,175,2,medio
7,79,13,12,2,1,113,3,medio
10,122,17,15,2,0,28,1,baixo
15,183,34,13,2,0,155,2,baixo
15,103,18,12,1,0,110,1,medio
9,100,12,11,2,0,138,2,medio
11,62,11,9,0,1,145,1,baixo
5,102,13,13,1,1,62,2,alto
14,165,33,18,2,0,67,1,baixo
12,69,6,9,0,1,163,1,medio
5,184,20,16,0,0,125,2,alto
11,77,8,12,2,0,103,1,alto
8,137,20,14,1,0,45,3,baixo
5,137,22,13,1,0,64,3,baixo
6,156,16,12,2,0,102,3,alto
12,183,27,14,2,1,135,1,alto
6,160,17,13,1,0,154,2,medio
10,156,25,12,2,0,47,3,baixo
15,105,10,11,0,1,84,2,alto
5,117,23,13,0,0,200,2,baixo
9,200,23,16,1,0,140,3,medio
6,116,15,14,2,0,142,1,medio
5,73,8,9,0,1,84,2,alto
13,165,22,15,2,1,123,3,alto
15,95,10,13,0,1,166,1,medio
6,100,13,13,2,0,128,1,alto
5,198,31,16,1,1,130,1,alto
5,173,25,14,2,1,160,2,medio
9,195,35,20,2,0,136,5,medio
10,199,35,19,2,0,123,1,baixo
7,110,11,10,0,0,150,1,medio
15,88,14,12,0,0,97,1,alto
11,169,20,15,1,1,195,3,medio
15,183,27,19,0,1,117,2,medio
7,129,25,15,2,1,50,2,baixo
14,166,21,13,0,1,72,2,alto
13,90,15,10,1,1,183,1,baixo
12,90,9,10,2,0,171,1,medio
12,116,22,12,1,0,168,1,baixo
9,132,22,11,1,1,127,1,medio
10,173,22,18,0,0,151,1,medio
12,134,21,11,1,1,155,1,baixo
11,76,11,12,0,0,48,2,medio
13,139,15,16,1,0,109,4,alto
14,165,17,12,2,1,175,2,medio
6,144,17,14,0,0,181,1,medio
7,183,31,13,2,1,185,3,alto
13,94,18,13,2,1,164,2,baixo
7,62,9,9,0,0,180,1,baixo
7,167,21,14,1,1,134,1,alto
12,94,13,12,1,1,131,3,medio
9,188,24,15,1,1,182,2,medio
14,180,18,14,0,1,83,3,alto
11,109,17,14,1,1,95,2,alto
11,113,18,12,2,1,195,3,baixo
7,71,8,10,2,0,92,2,alto
7,127,23,11,0,1,112,1,alto
14,149,21,13,0,1,49,1,medio
9,113,20,10,1,0,125,2,medio
8,77,10,9,1,0,30,2,baixo
12,88,9,12,2,0,159,1,medio
9,174,34,17,1,0,68,4,baixo
12,79,10,12,1,0,129,3,alto
12,70,10,9,1,0,59,2,alto
8,68,10,10,1,1,92,1,medio
8,144,24,15,2,0,63,3,baixo
7,123,19,13,2,0,59,2,medio
6,132,25,13,2,1,119,2,medio
7,76,15,10,1,0,184,1,baixo
7,111,11,10,0,0,125,1,medio
14,93,16,13,2,1,43,3,baixo
6,63,11,9,0,1,31,2,baixo
9,138,25,11,0,0,86,2,baixo
15,90,14,10,2,0,88,2,alto
7,193,23,15,2,0,199,3,baixo
8,130,17,14,1,0,192,3,medio
8,176,18,13,1,0,198,3,baixo
11,109,12,11,0,0,118,2,alto
10,189,36,13,0,0,175,2,baixo
11,149,23,16,1,1,51,2,medio
8,100,18,12,1,1,113,1,medio
12,128,24,14,2,0,188,3,baixo
10,195,38,16,0,1,185,1,alto
15,164,20,13,0,1,132,3,alto
14,119,23,10,0,1,70,1,alto
7,63,7,10,1,0,124,1,alto
6,128,22,15,0,0,95,1,medio
6,181,22,17,0,0,154,1,medio
6,74,10,11,1,1,170,1,medio
13,155,20,16,2,0,31,4,baixo
13,116,15,13,1,1,177,3,medio
10,70,13,10,2,0,190,2,baixo
5,171,29,15,1,0,57,3,baixo
11,149,21,12,2,1,46,2,baixo
8,71,8,11,0,0,51,2,alto
6,101,16,10,2,1,104,2,medio
12,140,28,15,0,1,134,3,medio
6,187,22,17,0,0,41,3,baixo
13,180,26,15,0,0,58,2,baixo
13,138,17,15,0,1,47,1,alto
6,172,22,12,2,0,74,1,medio
13,114,13,11,2,1,158,1,medio
13,188,18,13,2,0,140,2,medio
12,186,29,17,0,0,47,4,baixo
11,113,18,10,0,1,150,2,medio
8,166,24,13,2,0,58,2,baixo
9,191,22,18,2,0,167,3,medio
9,178,24,13,1,1,151,3,medio
11,178,17,16,2,0,83,3,alto
10,184,24,15,1,0,135,3,medio
13,96,10,13,0,0,188,1,medio
15,185,26,14,0,1,154,3,medio
7,87,12,12,2,1,190,3,baixo
13,181,22,19,0,0,36,3,medio
11,77,8,9,2,1,119,2,alto
6,189,18,16,2,0,141,2,alto
6,61,8,9,0,1,171,2,medio
9,164,27,12,2,1,63,3,baixo
6,158,24,16,0,0,67,3,baixo
7,50,9,8,2,1,196,1,baixo
14,132,15,13,2,0,66,1,alto
15,180,36,18,0,0,123,4,medio
9,85,11,12,2,1,101,2,alto
8,139,15,12,2,0,155,3,medio
14,177,35,15,0,1,130,1,alto
6,117,12,10,0,1,144,2,medio
6,71,14,9,1,0,29,2,baixo
5,159,29,14,1,0,168,3,baixo
12,171,31,15,0,1,70,3,alto
14,82,13,9,0,1,170,2,baixo
13,150,24,16,2,1,39,3,medio
15,200,32,16,0,1,176,2,alto
8,118,14,10,1,1,64,2,alto
9,80,14,12,2,0,60,2,medio
9,64,6,11,0,0,180,1,medio
14,78,7,9,2,0,33,1,alto
15,158,29,15,0,0,59,3,baixo
13,134,20,13,2,0,134,3,medio
12,118,13,11,1,1,81,1,alto
5,122,18,12,1,1,112,3,medio
6,106,20,11,2,1,30,1,baixo
9,182,28,15,2,1,101,3,medio
7,174,30,13,1,1,97,1,medio
7,103,17,11,0,0,82,2,alto
9,67,8,10,2,1,42,2,medio
7,179,34,15,2,1,102,3,baixo
14,167,23,17,2,0,146,1,medio
5,167,33,16,0,0,179,1,baixo
6,80,15,9,1,0,192,1,baixo
15,199,27,18,2,0,186,2,baixo
12,172,33,13,1,0,176,1,baixo
15,70,12,10,2,0,155,1,medio
11,144,26,14,0,1,124,3,medio
11,69,7,9,2,1,185,2,medio
11,89,15,9,1,0,70,2,medio
12,177,20,15,1,0,166,3,medio
15,175,30,16,1,0,58,1,baixo
5,149,17,16,1,0,97,3,alto
10,180,25,14,0,1,189,2,medio
8,134,25,12,1,0,110,2,baixo
12,132,21,15,2,0,188,2,baixo
6,89,14,10,0,1,130,1,alto
8,141,14,16,0,0,61,2,alto
5,65,8,10,2,1,41,2,alto
15,154,28,13,2,0,173,1,baixo
9,112,14,13,0,1,191,2,alto
11,90,16,11,2,0,51,1,baixo
6,145,20,12,2,1,93,3,alto
11,167,23,18,1,1,109,3,alto
14,101,14,10,1,0,32,2,baixo
6,199,32,15,1,0,109,3,baixo
12,156,16,16,2,0,41,3,medio
7,140,14,13,2,1,87,2,alto
10,153,23,15,0,1,71,2,alto
12,118,22,12,0,1,164,1,medio
7,83,15,11,1,1,121,1,medio
8,145,14,15,0,1,102,2,alto
13,125,17,14,2,0,153,3,medio
5,108,20,11,0,1,35,1,medio
9,93,15,11,1,1,132,1,medio
5,111,13,12,0,0,89,2,alto
8,143,15,16,2,0,161,4,medio
5,135,17,11,1,0,83,1,alto
14,64,9,9,1,0,42,1,medio
15,105,13,11,0,0,59,2,alto
7,60,12,11,2,1,28,1,baixo
10,193,34,18,1,0,137,1,baixo
14,134,19,12,1,1,131,2,medio
11,116,17,11,0,0,135,1,baixo
5,105,19,14,1,1,99,2,alto
11,118,17,14,0,1,70,2,alto
12,133,13,11,0,1,63,1,alto
13,146,24,13,0,1,86,2,medio
14,70,14,10,1,0,182,2,baixo
13,103,15,10,0,1,193,2,baixo
12,151,20,16,2,0,56,4,medio
13,186,20,16,0,0,60,1,medio
5,196,37,19,1,1,159,1,medio
6,155,31,17,2,1,123,1,medio
7,189,24,15,1,1,35,2,baixo
10,147,26,12,2,1,64,3,medio
5,54,5,10,0,0,47,2,alto
6,108,14,10,1,1,132,1,medio
15,178,26,17,2,0,89,4,baixo
11,71,13,10,1,0,183,2,baixo
7,123,19,11,0,0,137,2,baixo
5,138,13,13,0,1,200,1,medio
11,97,16,13,1,0,129,2,medio
7,51,10,9,0,1,188,2,baixo
5,193,33,16,0,1,39,2,alto
14,183,21,14,0,0,141,3,medio
12,64,11,9,0,1,100,1,medio
8,181,30,15,1,0,186,2,baixo
8,156,31,17,1,1,116,4,medio
10,146,21,11,0,1,107,1,alto
10,57,11,10,2,0,148,2,baixo
5,69,9,9,1,1,37,1,baixo
11,120,19,14,0,0,113,1,medio
15,119,21,11,0,1,46,2,alto
14,83,16,10,2,1,147,1,baixo
7,157,22,13,0,0,140,3,medio
9,70,9,9,1,0,85,2,alto
5,59,8,8,2,1,127,1,baixo
9,189,25,19,1,1,38,4,medio
15,180,30,17,1,0,65,1,baixo
13,71,10,11,1,1,43,2,medio
10,171,34,14,1,1,181,1,medio
12,113,17,11,2,0,49,1,baixo
6,73,10,9,0,1,83,1,alto
13,151,18,12,1,0,178,3,baixo
12,100,20,11,2,0,38,2,baixo
10,146,23,11,1,0,90,1,baixo
13,189,21,13,1,0,94,1,alto
13,123,12,15,1,0,47,2,alto
9,114,22,11,1,1,32,1,baixo
11,189,27,16,1,0,182,3,baixo
13,123,19,14,1,1,77,1,medio
5,64,7,9,2,1,45,1,alto
12,169,16,18,0,1,192,2,medio
12,113,17,13,2,0,105,3,alto
13,86,15,11,2,0,152,2,baixo
7,123,14,13,0,1,149,2,alto
15,98,9,12,2,1,114,2,alto
11,142,16,11,1,1,50,1,medio
9,79,15,9,1,0,157,2,baixo
9,81,11,10,0,0,139,2,medio
6,149,27,13,2,1,29,2,baixo
13,91,11,13,2,0,99,1,alto
11,90,12,13,0,1,82,2,alto
6,60,8,11,1,0,26,1,baixo
10,129,23,15,0,1,26,2,medio
7,107,12,10,2,1,129,2,medio
13,113,22,10,0,1,196,2,medio
8,136,18,13,0,0,177,1,medio
7,126,19,13,1,1,156,1,baixo
11,178,17,15,2,1,42,3,alto
7,175,30,18,1,0,153,2,medio
6,118,16,12,2,0,26,3,baixo
8,104,16,11,2,1,106,2,medio
14,80,15,11,2,1,26,1,baixo
5,121,12,11,1,1,99,2,alto
11,93,10,12,0,1,148,2,medio
10,96,19,12,2,0,115,3,medio
11,75,9,9,0,1,112,1,alto
8,103,13,10,2,1,118,1,medio
9,95,15,13,2,0,178,1,baixo
15,66,8,9,1,1,141,1,medio
15,128,24,13,0,0,121,1,baixo
6,91,14,11,1,0,104,1,alto
15,145,23,16,0,0,114,3,medio
7,102,20,13,0,1,179,1,alto
8,62,11,9,2,0,182,2,medio
7,141,14,13,1,1,198,2,medio
5,85,10,10,0,1,195,2,baixo
7,136,18,13,0,1,149,3,medio
10,139,18,16,0,0,142,2,medio
15,67,11,10,2,0,150,2,medio
14,62,6,11,1,0,183,2,alto
7,143,23,13,1,0,160,3,baixo
11,60,10,11,2,1,31,1,baixo
15,104,17,10,0,1,56,2,baixo
10,136,17,15,0,1,86,1,alto
15,123,12,14,0,0,106,3,alto
8,113,16,10,0,0,180,2,baixo
13,63,12,9,2,1,55,1,baixo
13,118,19,12,0,0,46,3,baixo
12,95,18,10,2,1,57,1,baixo
11,92,17,12,2,1,183,2,medio
14,86,10,12,1,1,38,3,medio
14,147,21,13,1,1,29,1,medio
12,139,24,13,2,0,91,1,baixo
5,186,32,16,1,1,52,1,medio
14,173,22,16,2,0,141,2,medio
15,80,10,10,2,0,144,2,medio
11,81,8,9,2,1,188,1,baixo
8,147,16,16,0,1,87,2,alto
15,111,19,14,2,1,77,2,medio
13,166,25,17,2,0,139,3,medio
9,82,15,12,0,1,182,3,baixo
8,76,12,10,1,0,80,2,alto
13,200,39,20,1,0,164,1,baixo
15,98,17,13,0,0,102,2,medio
14,180,29,18,1,0,188,1,baixo
5,112,13,12,2,0,64,3,alto
10,173,32,15,1,1,92,1,medio
7,170,28,15,2,1,33,2,medio
10,62,9,10,2,1,56,2,alto
13,79,10,10,1,1,156,2,baixo
7,54,7,9,2,1,156,1,baixo
12,147,20,12,0,0,47,2,baixo
13,86,11,9,2,0,167,2,baixo
6,157,23,17,0,0,168,3,medio
12,173,30,18,0,0,151,1,baixo
9,118,19,13,0,1,40,1,alto
14,199,36,20,0,1,51,2,medio
9,181,19,15,0,1,176,3,medio
9,105,20,13,1,1,40,2,baixo
5,56,5,8,0,0,62,1,alto
12,53,5,8,0,0,104,1,alto
5,179,22,12,1,1,67,2,alto
12,138,24,11,1,0,71,2,baixo
9,161,16,17,2,0,99,3,alto
10,199,32,16,2,1,72,1,medio
7,168,21,16,0,1,131,1,alto
6,158,29,12,0,0,184,1,baixo
15,153,16,12,1,1,123,1,alto
8,69,7,11,2,1,163,2,medio
15,173,24,15,1,0,66,1,baixo
9,158,27,16,1,1,184,3,baixo
6,149,25,12,2,1,182,3,baixo
11,115,19,14,1,0,145,3,medio
12,96,19,11,1,0,38,1,baixo
13,151,28,15,2,0,196,1,baixo
6,82,9,9,0,0,107,1,alto
8,81,16,12,1,1,51,1,baixo
14,55,8,9,1,1,111,2,medio
11,200,33,17,0,0,110,4,baixo
15,77,12,9,0,1,185,1,baixo
13,195,38,19,0,0,93,2,baixo
14,105,21,10,0,1,103,2,medio
7,128,23,14,2,1,68,3,baixo
14,85,11,10,2,0,87,1,alto
14,157,17,15,0,1,181,1,alto
6,106,15,11,2,0,133,1,medio
7,90,14,11,0,1,118,1,alto
14,69,7,9,2,0,135,1,medio
8,115,15,13,2,1,199,3,medio
14,135,22,16,0,0,122,2,medio
13,177,17,17,2,0,25,2,baixo
10,62,7,9,0,0,128,2,medio
6,197,25,14,1,1,80,1,alto
9,75,9,12,2,1,81,3,alto
15,119,23,14,1,0,43,1,baixo
15,184,34,17,2,0,115,3,baixo
13,100,20,10,0,0,168,1,baixo
9,154,16,16,0,0,185,2,medio
6,128,19,12,2,0,53,3,baixo
11,122,16,14,0,1,90,3,alto
5,179,30,18,1,0,34,1,baixo
12,176,27,14,1,0,149,1,baixo
8,70,9,9,0,1,155,1,baixo
11,172,23,13,0,0,164,2,medio
15,184,19,15,1,1,72,1,alto
5,155,18,16,2,1,187,2,medio
5,164,30,15,1,1,81,2,medio
15,170,33,12,0,0,104,3,baixo
12,181,22,16,0,1,27,1,medio
8,149,22,14,1,0,57,2,medio
8,130,14,12,2,0,25,1,baixo
8,185,19,14,1,1,46,1,medio
8,116,19,13,2,0,144,1,medio
12,138,16,12,2,0,129,1,medio
12,173,21,15,0,0,67,2,medio
11,163,31,13,0,0,140,3,baixo
13,88,16,12,0,0,99,1,medio
10,160,28,13,1,1,117,2,medio
10,169,17,18,2,1,152,3,alto
7,63,12,9,0,0,179,1,baixo
10,163,28,12,2,1,189,3,medio
6,84,11,11,2,1,175,2,baixo
8,92,14,11,2,0,189,2,baixo
12,137,27,14,2,1,161,3,baixo
13,155,20,13,2,0,93,2,medio
6,200,21,13,0,0,145,2,medio
8,127,18,11,2,1,176,1,medio
12,100,10,10,0,1,118,1,alto
12,191,30,15,1,1,100,3,medio
8,141,28,13,0,0,186,1,baixo
12,87,16,11,2,0,73,1,medio
14,92,12,10,1,0,133,2,medio
14,115,14,11,0,0,156,2,medio
11,78,14,10,1,1,60,2,medio
5,61,12,11,1,1,68,1,alto
6,100,13,12,2,1,161,3,medio
15,136,25,12,0,1,115,2,medio
14,88,8,11,1,1,26,2,baixo
15,75,13,10,1,1,64,1,medio
15,59,9,10,1,0,32,1,baixo
6,108,11,10,1,0,94,1,alto
7,59,8,10,1,0,105,2,alto
14,182,34,16,2,0,37,1,baixo
5,105,15,12,2,0,189,2,baixo
15,59,6,10,0,1,136,1,medio
13,96,10,12,0,1,33,1,medio
14,150,23,15,1,0,118,2,medio
15,133,21,13,2,0,199,1,baixo
8,53,7,10,0,1,135,2,medio
9,157,18,12,2,0,27,1,baixo
13,113,20,12,2,0,139,2,baixo
13,145,15,13,0,0,29,2,baixo
8,110,15,12,1,0,191,2,baixo
7,103,12,12,0,1,57,3,alto
10,58,9,10,1,1,156,1,baixo
5,69,9,11,2,1,103,1,alto
11,83,10,9,2,0,84,1,alto
6,172,20,14,1,1,140,1,alto
7,147,16,12,2,0,115,2,alto
5,116,20,11,1,1,113,1,medio
9,104,12,11,1,0,141,1,alto
15,161,22,16,1,0,134,3,medio
15,165,24,16,0,1,60,1,alto
14,167,31,14,1,1,132,2,medio
15,120,24,13,2,0,189,1,baixo
11,113,15,11,1,1,127,2,baixo
13,171,24,13,1,0,93,3,medio
9,108,20,10,1,0,142,2,baixo
6,90,17,13,1,0,120,1,baixo
12,83,8,9,0,1,36,1,alto
7,72,12,11,2,1,151,1,baixo
12,76,9,12,2,0,61,2,alto
7,87,15,9,2,0,91,2,medio
10,152,20,12,1,0,113,3,alto
15,153,28,14,1,1,170,1,medio
13,200,20,19,2,0,149,3,alto
8,61,12,9,0,1,66,1,alto
14,91,11,11,1,0,160,1,medio
14,98,15,13,1,0,122,1,alto
15,86,8,12,2,1,44,1,alto
13,155,25,17,0,0,68,4,baixo
8,107,11,13,1,1,178,3,alto
12,142,15,14,0,0,182,2,baixo
14,90,10,13,0,1,139,2,alto
11,121,19,12,2,0,73,2,baixo
15,87,16,11,1,0,127,2,medio
12,95,14,11,1,0,197,2,baixo
8,198,32,17,2,1,188,3,medio
6,52,9,8,1,0,94,1,medio
11,132,15,11,0,1,146,2,alto
12,184,33,17,0,0,69,3,medio
8,137,20,14,2,0,62,1,medio
14,178,26,13,2,0,199,3,baixo
11,56,9,10,1,1,195,2,baixo
7,114,22,10,2,1,187,2,baixo
7,83,13,11,0,0,121,1,medio
15,127,17,11,0,1,116,2,alto
13,52,6,8,2,1,129,2,medio
9,195,27,15,2,1,150,3,alto
9,74,14,9,0,0,87,1,medio
12,77,9,10,2,1,25,2,baixo
8,113,22,14,2,1,42,1,baixo
11,113,14,12,1,1,68,2,alto
6,138,13,13,2,1,179,1,alto
11,135,26,11,1,0,161,2,baixo
7,91,13,10,1,1,159,2,baixo
13,59,7,9,1,1,146,2,medio
9,156,28,13,1,1,170,3,alto
10,54,8,8,0,1,157,1,baixo
11,129,18,14,0,1,76,3,alto
14,190,35,17,1,1,163,2,medio
11,66,8,10,2,1,133,1,medio
6,121,20,12,1,0,70,1,baixo
8,81,13,9,2,1,66,2,medio
11,175,25,15,0,0,117,3,medio
12,105,16,13,2,0,199,3,baixo
11,140,26,13,1,1,52,3,medio
5,194,22,15,1,0,197,1,baixo
14,173,18,14,0,0,199,1,baixo
8,184,32,15,2,0,35,1,baixo
14,166,29,14,2,0,155,1,baixo
8,200,27,18,1,0,176,2,baixo
14,71,12,11,1,0,139,1,medio
8,104,13,11,1,1,139,1,medio
12,108,18,10,0,0,91,2,medio
7,56,11,9,2,1,28,2,baixo
10,105,10,10,1,1,61,1,alto
11,188,21,15,1,1,156,3,alto
10,151,25,17,1,0,123,2,medio
12,178,35,18,1,1,134,2,alto
8,96,9,12,2,1,174,3,medio
12,83,14,12,0,0,111,2,medio
13,99,16,12,0,1,116,1,alto
9,68,8,11,1,0,117,2,alto
12,162,32,17,2,0,129,3,baixo
7,168,29,15,0,1,32,3,medio
10,92,9,13,0,0,55,2,alto
15,152,23,15,0,1,181,3,alto
6,114,15,12,0,0,105,1,alto
11,71,11,11,0,0,137,2,medio
15,127,24,13,1,1,87,1,baixo
5,122,23,11,0,0,69,2,baixo
14,139,18,13,0,0,122,2,medio
6,163,25,15,2,1,167,3,medio
11,155,26,14,2,0,155,3,baixo
5,105,13,12,2,1,113,2,alto
9,71,13,11,0,1,61,1,medio
9,184,24,18,1,0,58,3,medio
7,160,30,15,0,0,64,2,medio
6,54,6,8,2,0,28,1,baixo
11,101,18,10,0,0,197,2,baixo
8,118,17,10,1,1,187,1,baixo
14,195,24,16,0,0,133,2,alto
9,170,29,14,0,0,153,2,baixo
10,55,6,8,1,1,54,2,alto
5,180,33,18,2,0,86,2,baixo
8,141,15,13,1,0,136,3,medio
6,59,10,9,1,1,166,2,baixo
5,143,14,11,1,0,195,1,medio
13,195,22,17,1,1,110,2,alto
7,178,32,18,2,1,66,1,alto
15,61,7,11,2,0,186,1,medio
12,174,27,18,0,1,66,3,alto
8,136,26,13,2,0,77,2,baixo
8,200,29,16,1,1,142,2,medio
5,168,19,16,0,0,90,3,alto
11,160,32,15,2,1,36,3,baixo
13,90,16,13,2,1,91,3,medio
13,161,22,13,0,0,40,2,baixo
15,158,27,13,0,1,176,1,alto
11,170,19,15,0,1,79,1,alto
13,164,26,13,1,1,166,1,alto
13,187,24,14,1,1,30,2,medio
6,81,11,9,1,0,134,1,medio
14,104,17,10,2,1,182,2,baixo
14,123,14,14,2,0,66,2,alto
12,191,29,19,1,0,194,1,baixo
11,179,29,16,0,0,124,3,baixo
12,52,10,8,2,1,140,2,baixo
15,89,11,11,0,1,43,1,medio
10,56,5,9,2,0,195,1,medio
13,155,19,12,2,0,139,1,medio
9,164,32,16,2,0,134,4,baixo
6,125,22,14,1,1,96,1,medio
14,76,14,9,0,1,98,1,medio
7,51,10,8,0,1,183,1,baixo
11,180,24,16,2,1,191,3,alto
10,180,36,15,2,0,129,2,baixo
7,100,19,11,0,1,61,2,alto
9,174,20,18,1,0,158,3,alto
12,138,21,14,1,0,194,2,baixo
11,104,19,12,0,0,79,1,medio
13,61,7,9,0,0,146,2,medio
6,195,22,19,0,0,34,2,baixo
6,85,12,9,2,1,122,2,baixo
13,60,11,11,2,0,165,2,medio
10,85,17,9,0,1,134,1,medio
8,99,16,12,1,0,42,3,baixo
13,197,26,19,1,0,143,4,medio
10,107,14,10,2,0,185,1,baixo
6,62,9,11,1,1,189,2,medio
11,107,11,14,1,0,76,3,alto
8,80,15,12,2,1,184,3,baixo
12,169,32,18,0,1,171,3,alto
8,123,20,12,1,0,189,1,baixo
11,77,7,11,0,1,175,1,alto
7,75,11,11,2,1,50,1,medio
11,91,15,10,0,0,57,1,medio
15,151,17,16,2,1,61,3,alto
13,102,14,10,0,1,55,2,alto
8,144,28,13,0,1,124,3,alto
15,121,20,13,2,1,74,2,medio
12,194,36,13,2,1,27,2,medio
5,97,9,10,2,1,83,2,alto
8,60,8,10,1,0,128,1,medio
11,77,14,9,0,1,179,2,medio
10,96,16,12,0,0,191,2,baixo
9,56,9,8,0,1,180,2,baixo
10,69,12,10,1,1,178,1,baixo
9,195,39,14,0,0,103,1,baixo
7,102,17,13,0,1,180,3,medio
10,183,36,19,0,0,101,1,baixo
14,118,21,12,0,0,74,1,medio
13,141,22,12,2,0,62,1,baixo
5,80,16,10,2,1,195,1,baixo
7,123,13,12,2,1,191,3,baixo
8,117,19,10,0,1,196,2,medio
10,109,14,13,1,1,87,1,alto
6,161,16,16,0,1,45,3,alto
9,77,7,9,2,1,151,1,medio
7,127,25,14,0,0,52,1,baixo
13,78,7,12,1,1,138,2,alto
9,144,22,14,1,1,155,1,medio
6,165,21,15,2,1,122,2,alto
12,166,31,15,1,1,45,2,baixo
10,158,18,14,1,1,78,2,alto
8,136,22,16,0,1,174,3,medio
10,181,18,15,2,0,76,1,alto
10,73,7,11,1,0,64,2,alto
7,178,23,16,2,1,154,1,alto
11,177,22,16,0,1,60,1,medio
6,146,20,11,2,1,67,1,medio
6,167,33,17,0,0,63,1,baixo
13,169,24,18,2,1,101,3,alto
6,171,34,13,2,1,29,3,baixo
7,146,24,13,2,0,108,2,medio
12,74,9,9,0,1,81,1,alto
9,89,12,9,2,0,30,2,baixo
14,115,21,10,1,1,69,2,medio
10,66,11,9,0,1,37,2,medio
5,91,10,12,2,0,126,3,alto
6,73,10,9,2,1,166,1,baixo
5,114,15,13,1,1,187,1,medio
12,165,16,16,1,0,41,1,medio
